Rank	Organism	Nucleotides	Entries
54	Chinchilla lanigera	7668444979	4895072
55	Equus caballus	7624561262	642768
56	groundwater metagenome	7383449096	8077634
57	Ovis aries	7189830616	3209394
58	Canis lupus familiaris	7143853968	2805688
59	Listeria monocytogenes	7132503848	107561
60	Camelus dromedarius	6997950368	1537629
61	Pimephales promelas	6943466851	3057641
62	Phascolarctos cinereus	6796905597	798773
63	Oryctolagus cuniculus	6775749444	4509323
64	Castor canadensis	6740551308	670152
65	Alligator mississippiensis	6490071205	80375
66	Pongo abelii	6423294021	473285
67	Sarcophilus harrisii	6382627423	1097119
68	Gossypium barbadense	6290684566	426769
69	Oncorhynchus tshawytscha	6102608965	1717493
70	Gorilla gorilla gorilla	6074820448	187588
71	Nasalis larvatus	6024178970	639367
72	Salmonella enterica	5912748044	393423
73	Hevea brasiliensis	5898870308	2839644
74	Locusta migratoria	5835868661	1498367
75	Salmo salar	5820681896	3224489
76	Eschrichtius robustus	5772702392	1270573
77	Aegilops tauschii	5722095622	1246265
78	Macaca nemestrina	5704672592	226405
79	Aedes albopictus	5668352719	3987417
80	Cercocebus atys	5575163941	154000
81	Acanthoscurria geniculata	5272297573	12696944
82	Oncorhynchus mykiss	5263251165	2099599
83	Bos indicus	5235471360	502439
84	Ixodes scapularis	5233888843	2363166
85	Aedes aegypti	5178461498	1536389
86	Capra aegagrus	5049667717	473086
87	Bacillus cereus	5044318228	195551
88	Latimeria chalumnae	5030897093	1070106
89	Oryza sativa Indica Group	5005022442	1151534
90	Varroa jacobsoni	4952169007	2191026
91	Shigella sonnei	4886828148	410614
92	Bos mutus	4815207253	233296
93	Schmidtea mediterranea	4808240968	2146052
94	Heterocephalus glaber	4793900536	404349
95	Gavialis gangeticus	4781112956	299272
96	Lycaon pictus	4714947876	1731
97	Physeter catodon	4704895519	216411
98	Mustela putorius furo	4700244694	321855
99	Ailuropoda melanoleuca	4675406796	259115
100	Fasciola hepatica	4672111164	651764
101	Apteronotus leptorhynchus	4621883550	3206059
102	Clostridioides difficile	4588266703	680882
103	Oreochromis niloticus	4575863095	2657406
104	Felis catus	4573228128	619854
105	Manacus vitellinus	4561195437	429805
106	Ellobius lutescens	4546118498	471947
107	Saccharomyces cerevisiae	4534111687	561931
108	Mycobacteroides abscessus subsp. abscessus	4533097640	83919
109	activated sludge metagenome	4483509248	7691139
110	Tursiops truncatus	4471468373	568248
111	Erinaceus europaeus	4466716520	1073570
112	Clitarchus hookeri	4437106188	1535301
113	Oryzias latipes	4354416248	1804182
114	Aegilops tauschii subsp. tauschii	4327368430	68602
115	Ictidomys tridecemlineatus	4271979307	956843
116	Malaclemys terrapin terrapin	4245820173	1000622
117	Aegilops tauschii subsp. strangulata	4225067034	109632
118	Eucidaris tribuloides	4212356434	2143778
119	anaerobic digester metagenome	4193393352	2148424
120	Propithecus coquereli	4167636760	598318
121	Vitis vinifera	4156724305	1162724
122	Calypte anna	4155217504	255660
123	Crocodylus porosus	4139606758	115525
124	Brassica napus	4130462924	1181859
125	Beta vulgaris subsp. vulgaris	4050387018	1282952
126	Zonotrichia albicollis	4036290123	1931153
127	Parhyale hawaiensis	4026116953	976793
128	Apostichopus japonicus	4019652944	2800977
129	Glycine max	3994497518	2289173
130	Camelus bactrianus	3991334083	1523969
131	Solanum lycopersicum	3941249571	850742
132	Burkholderia pseudomallei	3936544364	75358
133	Ornithorhynchus anatinus	3914508396	461356
134	Ochotona princeps	3902140576	851841
135	Oryzias melastigma	3854609181	2612181
136	Blattella germanica	3827622892	120427
137	Oryza sativa Japonica Group	3787103317	2145632
138	Nothobranchius furzeri	3783459969	1462014
139	Apodemus sylvaticus	3759078324	560800
140	Chenopodium quinoa	3758836217	32418
141	Halyomorpha halys	3674513124	787168
142	Pisum sativum	3663775727	4450854
143	Periplaneta americana	3641973426	400408
144	Vibrio parahaemolyticus	3619712407	75669
145	Loxosceles reclusa	3586513399	2635455
146	coral metagenome	3582206141	3510012
147	Monodelphis domestica	3582086031	76898
148	Taeniopygia guttata	3575050502	562550
149	Nipponia nippon	3569579023	390179
150	Secale cereale	3504642214	3278805
151	Apodemus speciosus	3494754215	336721
152	Gallus gallus	3492579887	1303836
153	Myodes glareolus	3445849815	369827
154	Nicotiana attenuata	3440585735	1168471
155	Cyprinus carpio	3437627947	384412
156	Opisthocomus hoazin	3427047897	330297
157	Dryococelus australis	3416466793	357093
158	Orycteropus afer afer	3415325355	433653
159	Carlito syrichta	3406133044	493190
160	Phalacrocorax carbo	3391529193	489919
161	Dasypus novemcinctus	3381489630	317223
162	Chrysochloris asiatica	3363629184	391399
163	Elephantulus edwardii	3316004529	288359
164	Lates calcarifer	3305677401	1114529
165	Procambarus virginalis	3290488416	1942833
166	Choloepus hoffmanni	3269765632	370669
167	Procavia capensis	3258365264	326086
168	Chlamydotis macqueenii	3248990868	347686
169	Mytilus galloprovincialis	3243381957	3740275
170	Xenopus laevis	3232163806	1447601
171	Arachis hypogaea	3225870508	887777
172	Nicotiana glauca	3222944027	514388
173	Capsicum baccatum	3215694922	23351
174	Loxodonta africana	3201586601	99170
175	Spodoptera frugiperda	3186109700	1268649
176	Papio anubis	3146402953	267315
177	Buceros rhinoceros silvestris	3146361334	542406
178	Microtus agrestis	3124778824	230875
179	Medicago truncatula	3107142298	497445
180	wastewater metagenome	3080517545	2570702
181	Capsicum chinense	3071994115	89057
182	marine sediment metagenome	3063495602	2302026
183	Macaca fuscata fuscata	3058998184	258172
184	Sinocyclocheilus rhinocerous	3042950542	629932
185	synthetic construct	3032536225	9183253
186	Helianthus annuus	3029900991	165657
187	Sinocyclocheilus anshuiensis	3025776140	508845
188	Heliconius melpomene melpomene	3005744656	2993117
189	Manis javanica	3005647831	260264
190	Nannospalax galili	3003905892	418744
191	Saccharum hybrid cultivar	2995004697	2743016
192	Spermophilus dauricus	2987029558	502739
193	Notamacropus eugenii	2978560407	1571702
194	Timema cristinae	2971597861	106139
195	Gossypium hirsutum	2966887009	1004750
196	Dicerorhinus sumatrensis sumatrensis	2949866241	1061594
197	Cervus elaphus hippelaphus	2943215527	71
198	Rhincodon typus	2931826151	57551
199	Piliocolobus tephrosceles	2922840993	47698
200	Gossypium arboreum	2919965746	727750
201	Scleropages formosus	2914713066	169891
202	Mesocricetus auratus	2900695870	571025
203	Klebsiella pneumoniae subsp. pneumoniae	2894423748	55199
204	Brachypodium distachyon	2873043297	1590087
205	Latrodectus hesperus	2862348874	1011955
206	Rhinopithecus roxellana	2856341330	197196
207	Daubentonia madagascariensis	2856072404	3231758
208	Salmonella enterica subsp. enterica serovar Typhimurium	2852713561	100983
209	Medauroidea extradentata	2849269187	395757
210	Nomascus leucogenys	2837684209	199145
211	Tupaia chinensis	2815785522	293023
212	Mus musculus domesticus	2813170104	336567
213	Arabidopsis thaliana	2789294422	2715162
214	Capreolus capreolus	2786430187	3089678
215	Pogona vitticeps	2781686975	1736805
216	Aotus nancymaae	2770112781	113730
217	Trichechus manatus latirostris	2769172509	166650
218	Enterobacter cloacae	2768225683	58547
219	Bison bison bison	2758037061	792182
220	Chlorocebus sabaeus	2755860949	201234
221	Silene conica	2751754510	2871907
222	sediment metagenome	2741888556	5911390
223	Okapia johnstoni	2738431269	1213323
224	Cavia porcellus	2735221502	83251
225	Pan paniscus	2733631461	125464
226	Neisseria meningitidis	2724939794	241115
227	Stegodyphus mimosarum	2723923385	235184
228	Mandrillus leucophaeus	2721629651	246271
229	Rhinella marina	2719674560	156486
230	Cavia aperea	2716435117	3160
231	freshwater metagenome	2715467460	3268455
232	Humulus lupulus var. lupulus	2691557982	680627
233	Phalaenopsis hybrid cultivar	2688287557	149919
234	Colobus angolensis palliatus	2680035030	197181
235	Aplysia californica	2669285666	2683780
236	Homalodisca vitripennis	2661553212	1044204
237	Echinops telfairi	2660597929	278258
238	Tympanoctomys barrerae	2651711110	1558884
239	Ammotragus lervia	2650905065	77366
240	Arachis duranensis	2643746489	683826
241	Ovis ammon	2643577871	42068
242	Eptatretus burgeri	2635430982	39345
243	Modiolus philippinarum	2629574925	74576
244	Psammomys obesus	2624632340	534209
245	Xenopus tropicalis	2619885485	1649419
246	Capsicum annuum var. glabriusculum	2616229483	121874
247	Giraffa tippelskirchi	2611053260	770994
248	Cebus capucinus imitator	2610518382	140597
249	Mus musculus castaneus	2602724094	56272
250	Hydra vulgaris	2600294531	1045312
251	Mus spretus	2597685587	30205
252	Ictalurus punctatus	2597190841	1946279
253	Anguilla japonica	2596739385	1532215
254	Octomys mimax	2591303298	1257828
255	Ovis canadensis canadensis	2590574434	72
256	Elaphurus davidianus	2584865365	195022
257	Puccinia triticina Race 77	2561374335	1339103
258	Salvelinus alpinus	2558807033	262138
259	Saimiri boliviensis boliviensis	2533927028	151768
260	Ursus maritimus	2531571972	209229
261	Octodon degus	2526326061	259994
262	Meriones unguiculatus	2523523341	69541
263	Peromyscus maniculatus bairdii	2522285421	290541
264	Mus musculus musculus	2522037723	33893
265	Marmota marmota marmota	2510587943	14544
266	Pantholops hodgsonii	2508262195	298644
267	Neovison vison	2504946848	50385
268	Daphnia magna	2494032328	1099290
269	Oncorhynchus kisutch	2488164507	114925
270	Bordetella pertussis	2486643516	238000
271	Panthera pardus	2479380750	266024
272	Nicotiana otophora	2474303342	1121559
273	Jaculus jaculus	2470577940	337735
274	Microcebus murinus	2451012083	55745
275	Strongylocentrotus purpuratus	2445509960	493980
276	Otolemur garnettii	2441889751	201066
277	Phocoena phocoena	2441860320	142780
278	Delphinapterus leucas	2434369125	231826
279	Ovis aries musimon	2430479251	128139
280	Hippopotamus amphibius	2426192795	129354
281	Enhydra lutris kenyoni	2425581587	29594
282	Gekko japonicus	2406353953	342522
283	Neomonachus schauinslandi	2401058058	8133
284	Equus asinus	2400737745	3851
285	Lipotes vexillifer	2397303864	155866
286	Streptococcus suis	2395321591	141292
287	Equus przewalskii	2375776485	134444
288	Dioscorea rotundata	2375312014	1312527
289	Rhipicephalus microplus	2374974973	848832
290	Solanum pennellii	2374784163	126279
291	Hyaena hyaena	2374770999	5835
292	Acinonyx jubatus	2373144551	14685
293	Charadrius vociferus	2371969775	158413
294	Struthio camelus australis	2369545361	159130
295	Mus caroli	2367313047	31274
296	Ceratotherium simum simum	2366863222	57852
297	Aptenodytes forsteri	2365397205	166840
298	Odocoileus virginianus texanus	2358999667	48656
299	Lepeophtheirus salmonis	2357504450	595678
300	Calidris pugnax	2356639557	82676
301	Neotoma lepida	2354160546	119678
302	Aquila chrysaetos canadensis	2351404977	190154
303	Haplochromis burtoni	2350762716	1523643
304	Ailurus fulgens styani	2342956520	11591
305	Anas platyrhynchos	2342103415	256905
306	Panthera tigris altaica	2333249395	157600
307	Pygoscelis adeliae	2325697587	229681
308	Terrapene mexicana triunguis	2323198713	107356
309	Equus asinus asinus	2321052953	9033
310	Mus pahari	2320060017	18013
311	Vibrio cholerae	2307963767	84078
312	Odobenus rosmarus divergens	2300282451	70699
313	Tauraco erythrolophus	2298225821	270981
314	Colinus virginianus	2296954060	418650
315	Balaenoptera acutorostrata scammoni	2286678687	184093
316	Fukomys damarensis	2286099689	162655
317	Cathartes aura	2285050743	435398
318	Fulmarus glacialis	2271667098	225155
319	Neophocaena asiaeorientalis asiaeorientalis	2270317884	66366
320	Enterococcus faecium	2267389167	171377
321	Ellobius talpinus	2266092846	350472
322	Falco peregrinus	2265839269	84136
323	Carcinus maenas	2265112630	2321629
324	Cariama cristata	2255968486	225506
325	Podiceps cristatus	2255721137	304609
326	Cuculus canorus	2252923328	143946
327	Orcinus orca	2252509618	80555
328	Sorex araneus	2249730993	202951
329	Stegastes partitus	2249338885	126453
330	Picoides pubescens	2248137201	255784
331	Balearica regulorum gibbericeps	2247024567	223702
332	Clupea harengus	2241709455	150819
333	Hipposideros armiger	2237002879	8047
334	freshwater bacterium LH6-2	2231410493	4537356
335	Antrostomus carolinensis	2230566185	253590
336	Leptonychotes weddellii	2223614444	170258
337	hot springs metagenome	2223200754	1748812
338	Balaenoptera bonaerensis	2220987147	722447
339	Salmonella enterica subsp. enterica serovar Enteritidis	2217907811	27208
340	Anser cygnoides	2202733614	131280
341	Alligator sinensis	2200072957	177640
342	Halisarca caerulea	2197740324	2363054
343	Monotropa hypopitys	2197719242	1259463
344	Tupaia belangeri	2195134943	844289
345	Elaeis guineensis	2189819079	1140415
346	Gopherus agassizii	2185486772	172649
347	Burkholderia ubonensis	2178255262	35551
348	Chrysemys picta bellii	2175224119	262522
349	Eurypyga helias	2166822335	231988
350	Conus tribblei	2160663206	1126640
351	Abrothrix longipilis hirtus	2148398152	2011826
352	Colius striatus	2144361572	229323
353	Rhinolophus ferrumequinum	2143873737	484131
354	Ptychodera flava	2143871156	1334018
355	Apaloderma vittatum	2132605691	211311
356	Pterocles gutturalis	2131456807	214326
357	Columba livia	2128662056	21148
358	Eulemur macaco	2120184424	26883
359	Drosophila melanogaster	2119438426	1289432
360	Eulemur flavifrons	2115639374	38472
361	Microtus ochrogaster	2114254436	190991
362	Chelonia mydas	2111118622	275304
363	Pelodiscus sinensis	2107297967	206221
364	Corvus brachyrhynchos	2103645940	179460
365	Corvus cornix cornix	2092375541	258
366	Caridina multidentata	2090829117	3024896
367	Rhinolophus sinicus	2073966044	64419
368	Miscanthus sacchariflorus	2072419125	138150
369	Zosterops lateralis melanops	2072009217	5874
370	Phodopus sungorus	2069128709	1488112
371	Dipodomys ordii	2065358362	148255
372	Acanthisitta chloris	2062407877	240967
373	Allium cepa	2059841144	1977889
374	Nicotiana sylvestris	2059476504	412665
375	metagenomes	2057856820	2755680
376	Pteropus vampyrus	2054253250	225762
377	Desmodus rotundus	2049936658	103538
378	Tinamus guttatus	2049692564	284804
379	Solenodon paradoxus woodi	2049497547	40487
380	Rousettus aegyptiacus	2047173419	51068
381	Ara macao	2033576976	787202
382	Astyanax mexicanus	2013324604	381599
383	Myotis lucifugus	2010010080	75011
384	Burkholderia cenocepacia	2008012617	49829
385	Macrostomum lignano	2002656338	179679
386	Vicugna pacos huacaya	2001178849	75735
387	Manis pentadactyla	1999225690	231114
388	Camelus ferus	1985632550	68903
389	Octopus bimaculoides	1984409411	700240
390	Myotis brandtii	1981910773	325571
391	Nanorana parkeri	1978290386	148392
392	Glycine soja	1974683602	330013
393	Rhinopithecus bieti	1973191377	101413
394	Larimichthys crocea	1972683089	83397
395	Cannabis sativa	1964346120	588619
396	Artemisia annua	1952030157	401294
397	Diabrotica virgifera virgifera	1948858856	652218
398	Pteronotus parnellii	1947455054	444327
399	Pteropus alecto	1946497599	170332
400	Bacillus thuringiensis	1936754394	65505
401	Cenchrus americanus	1934020990	299561
402	Channa punctata	1901282972	705151
403	Escherichia coli O26:H11	1896978923	107738
404	Oryza sativa	1882039466	563706
405	Bombyx mori	1882024938	1503462
406	Myotis davidii	1878579703	325393
407	Apalone spinifera	1878096881	827159
408	Penaeus monodon	1857615700	3087337
409	Maylandia zebra	1855752421	769436
410	Petromyzon marinus	1848951208	209844
411	Legionella pneumophila	1838998305	34065
412	Eidolon helvum	1830735660	288840
413	Coturnix japonica	1816797283	20236
414	Eptesicus fuscus	1811929065	168073
415	Salmonella enterica subsp. enterica serovar Typhimurium str. DT104	1807983447	32039
416	Miniopterus natalensis	1803203810	1455
417	Heliconius elevatus	1800740248	2117298
418	Euphorbia esula	1795784557	2593037
419	Serratia marcescens	1784691095	20513
420	Humulus lupulus var. cordifolius	1776138378	292700
421	bioreactor metagenome	1774403976	1595211
422	Mycobacteroides abscessus subsp. massiliense	1768622960	19776
423	Ensete ventricosum	1762601180	231581
424	Bemisia tabaci	1759436370	1713783
425	Branchiostoma belcheri	1754278858	419572
426	Hibiscus syriacus	1748779157	77527
427	Lupinus angustifolius	1748394954	442867
428	Limnoperna fortunei	1745392530	149661
429	Euperipatoides rowelli	1745281200	1038876
430	Malus domestica	1741142325	477364
431	Arachis ipaensis	1732333429	492823
432	Megaderma lyra	1715455294	518460
433	Limulus polyphemus	1710972368	478289
434	Phaseolus vulgaris	1704342409	1098454
435	Cicer arietinum	1704216800	208992
436	Panicum miliaceum	1699752911	4002
437	Paroedura picta	1694194914	110938
438	Condylura cristata	1682622778	84686
439	Syzygium luehmannii	1670502927	1733194
440	Protobothrops mucrosquamatus	1668052054	392594
441	Marsupenaeus japonicus	1663818270	2439440
442	Calopteryx splendens	1660197624	50718
443	Bathymodiolus platifrons	1658358903	65837
444	Quercus robur	1656631562	291617
445	Avena sativa	1650461543	1497271
446	Nicotiana tomentosiformis	1649658046	226265
447	Fundulus heteroclitus	1631676978	566398
448	Ophiophagus hannah	1631478461	356467
449	Cronobacter sakazakii	1615641490	55020
450	Channa argus	1614568159	1207158
451	Cephalotus follicularis	1614559575	16335
452	Laupala kohalensis	1605347091	163173
453	Pogonomyrmex californicus	1598517004	623497
454	Apteryx australis mantelli	1595510956	327068
455	Raphanus sativus	1593577280	511365
456	Campylobacter jejuni	1592077214	82001
457	Leucoraja erinacea	1575516318	2993836
458	Parasteatoda tepidariorum	1567595043	821715
459	Sinocyclocheilus grahami	1567535308	168264
460	Seriola quinqueradiata	1556163478	117631
461	Crotalus horridus	1552946342	200657
462	Gossypium raimondii	1541853233	143491
463	Corynespora cassiicola	1529890672	211727
464	Gadus morhua	1525154686	485230
465	Alloteropsis semialata	1512791004	1368286
466	Streptococcus agalactiae	1510145775	84446
467	Camelina sativa	1506192566	477879
468	Musca domestica	1490951050	717021
469	Dendroctonus ponderosae	1488117210	756147
470	Echinochloa crus-galli	1487237186	4912
471	Nelumbo nucifera	1483706348	114001
472	Silybum marianum	1477784086	258659
473	Amynthas corticis	1476763580	5142599
474	Nicotiana obtusifolia	1476239515	499439
475	Teleopsis dalmanni	1474227103	623331
476	Opisthorchis viverrini	1473405397	167945
477	oral metagenome	1443049049	455678
478	Liriodendron chinense	1441149425	271799
479	Lacerta viridis	1440013280	4895
480	Heliconius melpomene amaryllis	1428717723	1846706
481	Girardia tigrina	1428254008	255347
482	Hordeum pubiflorum	1425496924	1818560
483	Kryptolebias marmoratus	1419984535	116143
484	Lacerta bilineata	1418407221	7781
485	Psittacula krameri	1417894059	167666
486	Anguilla rostrata	1413987403	79486
487	Pantherophis guttatus	1407073505	886286
488	Trichinella pseudospiralis	1387303061	542295
489	Python bivittatus	1384744448	274445
490	Nilaparvata lugens	1383572653	639275
491	Aquilaria agallochum	1378695452	220955
492	Crassostrea virginica	1377640795	15113
493	Juglans regia	1375930687	187125
494	Acartia tonsa	1372070426	743678
495	Sorghum bicolor	1366616734	1040036
496	Ciconia boyciana	1365158840	505568
497	Heliconius melpomene aglaope	1364856254	1833352
498	Xiphophorus maculatus	1358086468	68592
499	Megaloprepus caerulatus	1348202971	1135382
500	Nannopterum brasilianus	1346220865	266383
501	Heliconius melpomene rosina	1345891994	1674352
502	Theobroma cacao	1343083290	208049
503	Patiria pectinifera	1341774025	1599350
504	Solanum melongena	1340552744	766545
505	Spinacia oleracea	1335394014	381206
506	Micropterus floridanus	1328249079	578885
507	Arabis alpina	1327852719	289295
508	Cajanus cajan	1326601282	614401
509	Vipera berus berus	1316299245	264272
510	Thamnophis sirtalis	1314577864	429200
511	Anas zonorhyncha	1310880233	20290
512	Limnephilus lunatus	1310534664	114556
513	Dorcoceras hygrometricum	1303737310	535992
514	Eleusine coracana subsp. coracana	1302683936	639746
515	Hordeum bulbosum	1295253923	2883832
516	Cimex lectularius	1289658529	101324
517	Heliconius cydno chioneus	1288944077	1654665
518	Diuraphis noxia	1286155576	489743
519	Leptidea sinapis	1286122504	63719
520	Anguilla anguilla	1279449270	1205538
521	Fasciola gigantica	1278243066	177043
522	Campylobacter coli	1277424866	39987
523	Ascaris suum	1269428524	614356
524	Olea europaea subsp. europaea	1268202045	59943
525	Grus japonensis	1265760665	357720
526	Saccharum hybrid cultivar SP80-3280	1265375346	335068
527	Spirometra erinaceieuropaei	1264513312	490347
528	Lytechinus variegatus	1261620970	665327
529	Vigna angularis var. angularis	1256317666	47293
530	Strix occidentalis caurina	1255653250	8246
531	Pygocentrus nattereri	1252241855	325812
532	Australostichopus mollis	1252127463	3712660
533	Philaenus spumarius	1248490156	1823627
534	Nannopterum auritus	1246142862	27677
535	Maccullochella peelii	1243646474	661915
536	Solanum tuberosum	1234488704	501225
537	Oryza barthii	1234440183	259656
538	Fagopyrum esculentum	1225654482	477743
539	Dugesia japonica	1222312364	1147882
540	Stenotrophomonas maltophilia	1219189683	52850
541	Eragrostis tef	1217204029	31443
542	Geum urbanum	1217066170	170078
543	Nematostella vectensis	1216956104	1193417
544	Urile pelagicus	1210692530	20987
545	Drosophila simulans	1210132389	527163
546	Vigna unguiculata subsp. unguiculata	1207118072	228419
547	Zea mays subsp. mexicana	1205410366	108249
548	Bacillus toyonensis	1203955022	39883
549	Nannopterum harrisi	1203000822	2664
550	Neolamprologus brichardi	1200192432	973280
551	Porites astreoides	1196892348	1746310
552	Paralichthys olivaceus	1190892301	68643
553	Cyanistes caeruleus	1187452733	30351
554	Ophionereis fasciata	1184554279	3968313
555	Staphylococcus epidermidis	1181890551	68868
556	Uria lomvia	1179522652	9554
557	Jatropha curcas	1179402214	809538
558	Dendrobium catenatum	1174824757	469741
559	Setophaga coronata coronata	1172039709	154833
560	Numida meleagris	1165524240	94210
561	Asparagus officinalis	1162598294	69496
562	Haliaeetus leucocephalus	1159292574	31856
563	Egretta garzetta	1157888868	100803
564	Pelecanus crispus	1156722482	121585
565	Heliconius pardalinus sergestus	1155731032	721615
566	Haematobia irritans	1151983421	87180
567	Falco cherrug	1151742685	77111
568	Heliconius hecale	1149767675	1168253
569	Thymallus thymallus	1148922167	601884
570	Symphodus melops	1148648712	55703
571	Phaethon lepturus	1147152546	132140
572	Bregmaceros cantori	1144105973	258568
573	Prunus persica	1141624108	453905
574	Patiria miniata	1141261739	528063
575	Olea europaea var. sylvestris	1141008227	41252
576	Trifolium pratense	1140099673	576129
577	Anas platyrhynchos platyrhynchos	1136405944	21448
578	Leptosomus discolor	1133191428	113238
579	Meleagris gallopavo	1130179203	354777
580	Amazona aestiva	1129681114	3468
581	Haliaeetus albicilla	1128501750	111566
582	Chatrabus melanurus	1128461714	238800
583	Amazona vittata	1128269975	295421
584	Phoenicopterus ruber ruber	1127812594	137490
585	Serinus canaria	1127437488	358595
586	Crotalus pyrrhus	1126834286	473451
587	Empidonax traillii	1123600755	7898
588	Hordeum vulgare subsp. spontaneum	1123547649	1181531
589	Gavia stellata	1122892169	126806
590	Agapornis roseicollis	1121840496	52941
591	Lepisosteus oculatus	1118331499	128119
592	Anser brachyrhynchus	1117029090	2797
593	Gallirallus okinawae	1114554168	768689
594	Tyto alba	1112341334	173386
595	Ficedula albicollis	1110573592	35401
596	Elaeis oleifera	1100492960	316651
597	Quercus suber	1100414779	191820
598	Phalaenopsis aphrodite	1100238708	218567
599	Morone saxatilis	1096033976	438947
600	Anabas testudineus	1094745430	23274
601	Sturnus vulgaris	1093447218	79600
602	Heliconius timareta timareta	1092341970	1325868
603	Patagioenas fasciata monilis	1089182979	9786
604	Ipomoea batatas	1089004469	327758
605	Callorhinchus milii	1088398590	240792
606	Melopsittacus undulatus	1086817812	71049
607	Anser cygnoides domesticus	1083800182	91967
608	Lolium perenne	1083757653	1359604
609	Mesitornis unicolor	1083532081	119187
610	Phormia regina	1083133852	380178
611	Notospermus geniculatus	1081779099	203712
612	Lonchura striata domestica	1081067804	27986
613	Chaetura pelagica	1074176791	84634
614	Esox lucius	1073245686	113574
615	Ladona fulva	1072810248	46625
616	Heliconius elevatus bari	1071566362	913603
617	Sporophila hypoxantha	1067887980	5274
618	Alexandrium tamarense	1066710953	1354387
619	Phylloscopus trochilus acredula	1066520242	5999
620	Heliconius pardalinus ssp. n. KMK-2015	1066142055	1190812
621	Punica granatum	1065988550	208277
622	Gastrodia elata f. glauca	1060984162	3768
623	Glossina austeni	1060444439	55913
624	Labrus bergylta	1059265105	176452
625	Ligia exotica	1059122546	1886075
626	Merops nubicus	1058535089	104164
627	Lepidothrix coronata	1057440051	23864
628	Glossina pallidipes	1056069948	21944
629	Eisenia fetida	1054420126	1664342
630	Acridotheres javanicus	1051596405	4329
631	Nestor notabilis	1049337096	93736
632	Passer domesticus	1048530490	12891
633	Mycobacteroides abscessus	1045418147	23672
634	Callipepla squamata	1045348667	34410
635	Rhagoletis zephyria	1045335605	139710
636	Poecilia reticulata	1043279142	570338
637	Setaria italica	1042893692	222677
638	Geospiza fortis	1041364533	95953
639	Fagopyrum tataricum	1033376364	10133
640	Bambusicola thoracicus	1032778418	164319
641	Pseudopodoces humilis	1030169779	27258
642	Solanum commersonii	1027594759	465933
643	Melanogrammus aeglefinus	1027462929	132590
644	Leptinotarsa decemlineata	1027036212	454377
645	Hydroides elegans	1026195505	188705
646	Dicentrarchus labrax	1026096582	338642
647	Persea americana	1020797302	489809
648	Saxicola maurus maurus	1020368202	2821
649	Cryptotermes secundus	1018974693	55516
650	Sericostoma sp. HW-2014	1015727762	561698
651	Aegypius monachus	1013107037	568803
652	Cyprinodon nevadensis pectoralis	1011865833	96518
653	hydrothermal vent metagenome	1010204850	314593
654	Parus major	1008283911	34902
655	Phylloscopus trochiloides viridanus	1003390871	158656
656	Bacillus anthracis	1000664483	13934
657	Ananas comosus	998184179	152985
658	Phylloscopus plumbeitarsus	997458607	308534
659	Orbicella faveolata	994239700	52941
660	Mizuhopecten yessoensis	994003895	92261
661	Phalaenopsis equestris	991756799	200299
662	Acanthochromis polyacanthus	991719331	30757
663	Branchiostoma floridae	986918284	857804
664	Persicaria minor	986595795	1689449
